crime_count,MONTH,HOUR,DAY_OF_WEEK,percent_difference
72,10,3,Monday,-0.65071760580608334015
97,10,3,Saturday,-0.52943899671097338882
116,10,3,Sunday,-0.43726725379868982580
87,10,3,Thursday,-0.57795044034901736935
38,10,3,Tuesday,-0.81565651417543287397
41,10,3,Wednesday,-0.80110308108401967981
39,10,4,Friday,-0.81080536981162847592
88,10,4,Monday,-0.57309929598521297130
93,10,4,Saturday,-0.54884357416619098103
131,10,4,Sunday,-0.36450008834162385500
24,10,4,Thursday,-0.88357253526869444672
54,10,4,Tuesday,-0.73803820435456250511
37,10,4,Wednesday,-0.82050765853923727202
21,10,5,Friday,-0.89812596836010764088
52,10,5,Monday,-0.74774049308217130122
54,10,5,Saturday,-0.73803820435456250511
53,10,5,Sunday,-0.74288934871836690317
1,10,5,Thursday,-0.99514885563619560195
35,10,5,Tuesday,-0.83020994726684606813
19,10,5,Wednesday,-0.90782825708771643698
40,10,6,Friday,-0.80595422544782407786
51,10,6,Monday,-0.75259163744597569927
21,10,6,Saturday,-0.89812596836010764088
89,10,6,Sunday,-0.56824815162140857324
57,10,6,Thursday,-0.72348477126314931095
2,10,6,Tuesday,-0.99029771127239120389
72,10,6,Wednesday,-0.65071760580608334015
48,10,7,Friday,-0.76714507053738889343
78,10,7,Monday,-0.62161073962325695183
70,10,7,Saturday,-0.66041989453369213626
121,10,7,Sunday,-0.41301153197966783553
108,10,7,Thursday,-0.47607640870912501023
76,10,7,Tuesday,-0.63131302835086574794
51,10,7,Wednesday,-0.75259163744597569927
95,10,8,Friday,-0.53914128543858218492
169,10,8,Monday,-0.18015660251705672897
77,10,8,Saturday,-0.62646188398706134989
61,10,8,Sunday,-0.70408019380793171874
99,10,8,Thursday,-0.51973670798336459271
132,10,8,Tuesday,-0.35964894397781945695
112,10,8,Wednesday,-0.45667183125390741801
217,10,9,Friday,0.05269832694555437760
142,10,9,Monday,-0.31113750033977547641
39,10,9,Saturday,-0.81080536981162847592
23,10,9,Sunday,-0.88842367963249884477
168,10,9,Thursday,-0.18500774688086112702
95,10,9,Tuesday,-0.53914128543858218492
109,10,9,Wednesday,-0.47122526434532061218
187,10,10,Friday,-0.09283600396857756401
140,10,10,Monday,-0.32083978906738427252
129,10,10,Saturday,-0.37420237706923265111
78,10,10,Sunday,-0.62161073962325695183
179,10,10,Thursday,-0.13164515887901274843
181,10,10,Tuesday,-0.12194287015140395233
276,10,10,Wednesday,0.33891584441001386275
133,10,11,Friday,-0.35479779961401505889
148,10,11,Monday,-0.28203063415694908809
206,10,11,Saturday,-0.00066426105629400099
94,10,11,Sunday,-0.54399242980238658298
128,10,11,Thursday,-0.37905352143303704916
171,10,11,Tuesday,-0.17045431378944793286
289,10,11,Wednesday,0.40198072113947103744
106,10,12,Friday,-0.48577869743673380634
188,10,12,Monday,-0.08798485960477316595
202,10,12,Saturday,-0.02006883851151159321
101,10,12,Sunday,-0.51003441925575579660
265,10,12,Thursday,0.28555325640816548416
207,10,12,Tuesday,0.00418688330751039706
196,10,12,Wednesday,-0.04917570469433798153
189,10,13,Friday,-0.08313371524096876790
222,10,13,Monday,0.07695404876457636786
161,10,13,Saturday,-0.21896575742749191340
166,10,13,Sunday,-0.19471003560846992313
224,10,13,Thursday,0.08665633749218516397
174,10,13,Tuesday,-0.15590088069803473870
254,10,13,Wednesday,0.23219066840631710557
120,10,14,Friday,-0.41786267634347223359
106,10,14,Monday,-0.48577869743673380634
249,10,14,Saturday,0.20793494658729511531
117,10,14,Sunday,-0.43241610943488542775
261,10,14,Thursday,0.26614867895294789195
230,10,14,Tuesday,0.11576320367501155229
186,10,14,Wednesday,-0.09768714833238196206
322,10,15,Friday,0.56206848514501617321
236,10,15,Monday,0.14487006985783794061
190,10,15,Saturday,-0.07828257087716436985
155,10,15,Sunday,-0.24807262361031830172
330,10,15,Thursday,0.60087764005545135763
182,10,15,Tuesday,-0.11709172578759955427
223,10,15,Wednesday,0.08180519312838076592
296,10,16,Friday,0.43593873168610182382
177,10,16,Monday,-0.14134744760662154454
161,10,16,Saturday,-0.21896575742749191340
210,10,16,Sunday,0.01874031639892359122
206,10,16,Thursday,-0.00066426105629400099
294,10,16,Tuesday,0.42623644295849302771
244,10,16,Wednesday,0.18367922476827312504
184,10,17,Friday,-0.10738943705999075817
168,10,17,Monday,-0.18500774688086112702
381,10,17,Saturday,0.84828600260947565836
174,10,17,Sunday,-0.15590088069803473870
243,10,17,Thursday,0.17882808040446872699
232,10,17,Tuesday,0.12546549240262034840
205,10,17,Wednesday,-0.00551540542009839905
213,10,18,Friday,0.03329374949033678538
245,10,18,Monday,0.18853036913207752309
174,10,18,Saturday,-0.15590088069803473870
177,10,18,Sunday,-0.14134744760662154454
287,10,18,Thursday,0.39227843241186224134
189,10,18,Tuesday,-0.08313371524096876790
276,10,18,Wednesday,0.33891584441001386275
98,10,19,Friday,-0.52458785234716899076
192,10,19,Monday,-0.06858028214955557374
220,10,19,Saturday,0.06725176003696757176
272,10,19,Sunday,0.31951126695479627054
278,10,19,Thursday,0.34861813313762265886
207,10,19,Tuesday,0.00418688330751039706
240,10,19,Wednesday,0.16427464731305553283
211,10,20,Friday,0.02359146076272798928
211,10,20,Monday,0.02359146076272798928
258,10,20,Saturday,0.25159524586153469779
130,10,20,Sunday,-0.36935123270542825305
375,10,20,Thursday,0.81917913642664927004
233,10,20,Tuesday,0.13031663676642474645
155,10,20,Wednesday,-0.24807262361031830172
175,10,21,Friday,-0.15104973633423034065
174,10,21,Monday,-0.15590088069803473870
207,10,21,Saturday,0.00418688330751039706
171,10,21,Sunday,-0.17045431378944793286
225,10,21,Thursday,0.09150748185598956202
339,10,21,Tuesday,0.64453793932969094012
157,10,21,Wednesday,-0.23837033488270950561
277,10,22,Friday,0.34376698877381826080
133,10,22,Monday,-0.35479779961401505889
362,10,22,Saturday,0.75611425969719209534
189,10,22,Sunday,-0.08313371524096876790
180,10,22,Thursday,-0.12679401451520835038
140,10,22,Tuesday,-0.32083978906738427252
259,10,22,Wednesday,0.25644639022533909584
191,10,23,Friday,-0.07343142651335997179
169,10,23,Monday,-0.18015660251705672897
123,10,23,Saturday,-0.40330924325205903943
133,10,23,Sunday,-0.35479779961401505889
211,10,23,Thursday,0.02359146076272798928
82,10,23,Tuesday,-0.60220616216803935962
269,10,23,Wednesday,0.30495783386338307637
285,11,0,Friday,0.38257614368425344523
281,11,0,Monday,0.36317156622903585302
362,11,0,Saturday,0.75611425969719209534
290,11,0,Sunday,0.40683186550327543550
124,11,0,Thursday,-0.39845809888825464137
73,11,0,Tuesday,-0.64586646144227894210
139,11,0,Wednesday,-0.32569093343118867057
168,11,1,Friday,-0.18500774688086112702
92,11,1,Monday,-0.55369471852999537908
226,11,1,Saturday,0.09635862621979396008
372,11,1,Sunday,0.80462570333523607588
85,11,1,Thursday,-0.58765272907662616546
109,11,1,Tuesday,-0.47122526434532061218
126,11,1,Wednesday,-0.38875581016064584527
162,11,2,Friday,-0.21411461306368751534
110,11,2,Monday,-0.46637411998151621412
194,11,2,Saturday,-0.05887799342194677763
182,11,2,Sunday,-0.11709172578759955427
63,11,2,Thursday,-0.69437790508032292263
70,11,2,Tuesday,-0.66041989453369213626
94,11,2,Wednesday,-0.54399242980238658298
38,11,3,Friday,-0.81565651417543287397
54,11,3,Monday,-0.73803820435456250511
62,11,3,Saturday,-0.69922904944412732069
115,11,3,Sunday,-0.44211839816249422385
59,11,3,Thursday,-0.71378248253554051485
17,11,3,Tuesday,-0.91753054581532523309
38,11,3,Wednesday,-0.81565651417543287397
42,11,4,Friday,-0.79625193672021528176
40,11,4,Monday,-0.80595422544782407786
60,11,4,Saturday,-0.70893133817173611679
56,11,4,Sunday,-0.72833591562695370901
36,11,4,Thursday,-0.82535880290304167008
4,11,4,Tuesday,-0.98059542254478240779
52,11,4,Wednesday,-0.74774049308217130122
1,11,5,Friday,-0.99514885563619560195
3,11,5,Monday,-0.98544656690858680584
4,11,5,Saturday,-0.98059542254478240779
21,11,5,Sunday,-0.89812596836010764088
20,11,5,Thursday,-0.90297711272391203893
19,11,5,Tuesday,-0.90782825708771643698
18,11,5,Wednesday,-0.91267940145152083504
38,11,6,Friday,-0.81565651417543287397
76,11,6,Monday,-0.63131302835086574794
70,11,6,Saturday,-0.66041989453369213626
90,11,6,Sunday,-0.56339700725760417519
90,11,6,Thursday,-0.56339700725760417519
39,11,6,Tuesday,-0.81080536981162847592
103,11,6,Wednesday,-0.50033213052814700050
37,11,7,Friday,-0.82050765853923727202
26,11,7,Monday,-0.87387024654108565061
72,11,7,Saturday,-0.65071760580608334015
71,11,7,Sunday,-0.65556875016988773821
75,11,7,Thursday,-0.63616417271467014599
93,11,7,Tuesday,-0.54884357416619098103
93,11,7,Wednesday,-0.54884357416619098103
113,11,8,Friday,-0.45182068689010301996
111,11,8,Monday,-0.46152297561771181607
60,11,8,Saturday,-0.70893133817173611679
37,11,8,Sunday,-0.82050765853923727202
111,11,8,Thursday,-0.46152297561771181607
120,11,8,Tuesday,-0.41786267634347223359
167,11,8,Wednesday,-0.18985889124466552508
47,11,9,Friday,-0.77199621490119329149
27,11,9,Monday,-0.86901910217728125256
61,11,9,Saturday,-0.70408019380793171874
10,11,9,Sunday,-0.95148855636195601947
77,11,9,Thursday,-0.62646188398706134989
140,11,9,Tuesday,-0.32083978906738427252
198,11,9,Wednesday,-0.03947341596672918542
116,11,10,Friday,-0.43726725379868982580
123,11,10,Monday,-0.40330924325205903943
110,11,10,Saturday,-0.46637411998151621412
139,11,10,Sunday,-0.32569093343118867057
51,11,10,Thursday,-0.75259163744597569927
162,11,10,Tuesday,-0.21411461306368751534
98,11,10,Wednesday,-0.52458785234716899076
169,11,11,Friday,-0.18015660251705672897
129,11,11,Monday,-0.37420237706923265111
247,11,11,Saturday,0.19823265785968631920
148,11,11,Sunday,-0.28203063415694908809
207,11,11,Thursday,0.00418688330751039706
48,11,11,Tuesday,-0.76714507053738889343
137,11,11,Wednesday,-0.33539322215879746668
184,11,12,Friday,-0.10738943705999075817
187,11,12,Monday,-0.09283600396857756401
216,11,12,Saturday,0.04784718258174997954
162,11,12,Sunday,-0.21411461306368751534
175,11,12,Thursday,-0.15104973633423034065
151,11,12,Tuesday,-0.26747720106553589393
106,11,12,Wednesday,-0.48577869743673380634
188,11,13,Friday,-0.08798485960477316595
200,11,13,Monday,-0.02977112723912038931
238,11,13,Saturday,0.15457235858544673672
48,11,13,Sunday,-0.76714507053738889343
134,11,13,Thursday,-0.34994665525021066084
167,11,13,Tuesday,-0.18985889124466552508
257,11,13,Wednesday,0.24674410149773029973
252,11,14,Friday,0.22248837967870830947
185,11,14,Monday,-0.10253829269618636011
84,11,14,Saturday,-0.59250387344043056351
146,11,14,Sunday,-0.29173292288455788420
102,11,14,Thursday,-0.50518327489195139855
204,11,14,Tuesday,-0.01036654978390279710
125,11,14,Wednesday,-0.39360695452445024332
215,11,15,Friday,0.04299603821794558149
197,11,15,Monday,-0.04432456033053358347
136,11,15,Saturday,-0.34024436652260186473
68,11,15,Sunday,-0.67012218326130093237
246,11,15,Thursday,0.19338151349588192115
79,11,15,Tuesday,-0.61675959525945255378
194,11,15,Wednesday,-0.05887799342194677763
255,11,16,Friday,0.23704181277012150363
73,11,16,Monday,-0.64586646144227894210
208,11,16,Saturday,0.00903802767131479512
139,11,16,Sunday,-0.32569093343118867057
257,11,16,Thursday,0.24674410149773029973
192,11,16,Tuesday,-0.06858028214955557374
194,11,16,Wednesday,-0.05887799342194677763
244,11,17,Friday,0.18367922476827312504
310,11,17,Monday,0.50385475277936339657
254,11,17,Saturday,0.23219066840631710557
107,11,17,Sunday,-0.48092755307292940828
138,11,17,Thursday,-0.33054207779499306863
152,11,17,Tuesday,-0.26262605670173149588
162,11,17,Wednesday,-0.21411461306368751534
219,11,18,Friday,0.06240061567316317370
170,11,18,Monday,-0.17530545815325233092
119,11,18,Saturday,-0.42271382070727663164
223,11,18,Sunday,0.08180519312838076592
93,11,18,Thursday,-0.54884357416619098103
195,11,18,Tuesday,-0.05402684905814237958
177,11,18,Wednesday,-0.14134744760662154454
121,11,19,Friday,-0.41301153197966783553
251,11,19,Monday,0.21763723531490391141
201,11,19,Saturday,-0.02491998287531599126
191,11,19,Sunday,-0.07343142651335997179
101,11,19,Thursday,-0.51003441925575579660
185,11,19,Tuesday,-0.10253829269618636011
120,11,19,Wednesday,-0.41786267634347223359
330,11,20,Friday,0.60087764005545135763
181,11,20,Monday,-0.12194287015140395233
293,11,20,Saturday,0.42138529859468862966
278,11,20,Sunday,0.34861813313762265886
172,11,20,Thursday,-0.16560316942564353481
173,11,20,Tuesday,-0.16075202506183913676
205,11,20,Wednesday,-0.00551540542009839905
176,11,21,Friday,-0.14619859197042594259
189,11,21,Monday,-0.08313371524096876790
311,11,21,Saturday,0.50870589714316779462
288,11,21,Sunday,0.39712957677566663939
122,11,21,Thursday,-0.40816038761586343748
131,11,21,Tuesday,-0.36450008834162385500
188,11,21,Wednesday,-0.08798485960477316595
207,11,22,Friday,0.00418688330751039706
146,11,22,Monday,-0.29173292288455788420
299,11,22,Saturday,0.45049216477751501798
80,11,22,Sunday,-0.61190845089564815572
172,11,22,Thursday,-0.16560316942564353481
169,11,22,Tuesday,-0.18015660251705672897
215,11,22,Wednesday,0.04299603821794558149
201,11,23,Friday,-0.02491998287531599126
163,11,23,Monday,-0.20926346869988311729
256,11,23,Saturday,0.24189295713392590168
96,11,23,Sunday,-0.53429014107477778687
197,11,23,Thursday,-0.04432456033053358347
156,11,23,Tuesday,-0.24322147924651390366
148,11,23,Wednesday,-0.28203063415694908809
147,12,0,Friday,-0.28688177852075348614
166,12,0,Monday,-0.19471003560846992313
234,12,0,Saturday,0.13516778113022914450
290,12,0,Sunday,0.40683186550327543550
155,12,0,Thursday,-0.24807262361031830172
197,12,0,Tuesday,-0.04432456033053358347
177,12,0,Wednesday,-0.14134744760662154454
178,12,1,Friday,-0.13649630324281714649
153,12,1,Monday,-0.25777491233792709782
227,12,1,Saturday,0.10120977058359835813
352,12,1,Sunday,0.70760281605914811481
112,12,1,Thursday,-0.45667183125390741801
93,12,1,Tuesday,-0.54884357416619098103
124,12,1,Wednesday,-0.39845809888825464137
148,12,2,Friday,-0.28203063415694908809
93,12,2,Monday,-0.54884357416619098103
214,12,2,Saturday,0.03814489385414118344
256,12,2,Sunday,0.24189295713392590168
103,12,2,Thursday,-0.50033213052814700050
89,12,2,Tuesday,-0.56824815162140857324
99,12,2,Wednesday,-0.51973670798336459271
59,12,3,Friday,-0.71378248253554051485
20,12,3,Monday,-0.90297711272391203893
39,12,3,Saturday,-0.81080536981162847592
158,12,3,Sunday,-0.23351919051890510756
78,12,3,Thursday,-0.62161073962325695183
21,12,3,Tuesday,-0.89812596836010764088
37,12,3,Wednesday,-0.82050765853923727202
22,12,4,Friday,-0.89327482399630324282
56,12,4,Monday,-0.72833591562695370901
76,12,4,Saturday,-0.63131302835086574794
98,12,4,Sunday,-0.52458785234716899076
36,12,4,Thursday,-0.82535880290304167008
69,12,4,Tuesday,-0.66527103889749653431
19,12,4,Wednesday,-0.90782825708771643698
19,12,5,Friday,-0.90782825708771643698
21,12,5,Monday,-0.89812596836010764088
53,12,5,Saturday,-0.74288934871836690317
89,12,5,Sunday,-0.56824815162140857324
18,12,5,Thursday,-0.91267940145152083504
36,12,5,Tuesday,-0.82535880290304167008
47,12,5,Wednesday,-0.77199621490119329149
19,12,6,Friday,-0.90782825708771643698
75,12,6,Monday,-0.63616417271467014599
39,12,6,Saturday,-0.81080536981162847592
88,12,6,Sunday,-0.57309929598521297130
56,12,6,Thursday,-0.72833591562695370901
6,12,6,Tuesday,-0.97089313381717361168
23,12,6,Wednesday,-0.88842367963249884477
75,12,7,Friday,-0.63616417271467014599
9,12,7,Monday,-0.95633970072576041752
47,12,7,Saturday,-0.77199621490119329149
92,12,7,Sunday,-0.55369471852999537908
25,12,7,Thursday,-0.87872139090489004866
34,12,7,Tuesday,-0.83506109163065046618
59,12,7,Wednesday,-0.71378248253554051485
59,12,8,Friday,-0.71378248253554051485
94,12,8,Monday,-0.54399242980238658298
38,12,8,Saturday,-0.81565651417543287397
8,12,8,Sunday,-0.96119084508956481557
99,12,8,Thursday,-0.51973670798336459271
97,12,8,Tuesday,-0.52943899671097338882
144,12,8,Wednesday,-0.30143521161216668030
73,12,9,Friday,-0.64586646144227894210
105,12,9,Monday,-0.49062984180053820439
60,12,9,Saturday,-0.70893133817173611679
91,12,9,Sunday,-0.55854586289379977714
99,12,9,Thursday,-0.51973670798336459271
97,12,9,Tuesday,-0.52943899671097338882
126,12,9,Wednesday,-0.38875581016064584527
96,12,10,Friday,-0.53429014107477778687
146,12,10,Monday,-0.29173292288455788420
85,12,10,Saturday,-0.58765272907662616546
184,12,10,Sunday,-0.10738943705999075817
54,12,10,Thursday,-0.73803820435456250511
159,12,10,Tuesday,-0.22866804615510070950
85,12,10,Wednesday,-0.58765272907662616546
136,12,11,Friday,-0.34024436652260186473
197,12,11,Monday,-0.04432456033053358347
64,12,11,Saturday,-0.68952676071651852458
56,12,11,Sunday,-0.72833591562695370901
112,12,11,Thursday,-0.45667183125390741801
186,12,11,Tuesday,-0.09768714833238196206
74,12,11,Wednesday,-0.64101531707847454405
144,12,12,Friday,-0.30143521161216668030
126,12,12,Monday,-0.38875581016064584527
116,12,12,Saturday,-0.43726725379868982580
133,12,12,Sunday,-0.35479779961401505889
86,12,12,Thursday,-0.58280158471282176740
174,12,12,Tuesday,-0.15590088069803473870
186,12,12,Wednesday,-0.09768714833238196206
119,12,13,Friday,-0.42271382070727663164
108,12,13,Monday,-0.47607640870912501023
155,12,13,Saturday,-0.24807262361031830172
169,12,13,Sunday,-0.18015660251705672897
139,12,13,Thursday,-0.32569093343118867057
236,12,13,Tuesday,0.14487006985783794061
134,12,13,Wednesday,-0.34994665525021066084
98,12,14,Friday,-0.52458785234716899076
121,12,14,Monday,-0.41301153197966783553
48,12,14,Saturday,-0.76714507053738889343
245,12,14,Sunday,0.18853036913207752309
273,12,14,Thursday,0.32436241131860066859
280,12,14,Tuesday,0.35832042186523145496
161,12,14,Wednesday,-0.21896575742749191340
155,12,15,Friday,-0.24807262361031830172
126,12,15,Monday,-0.38875581016064584527
87,12,15,Saturday,-0.57795044034901736935
64,12,15,Sunday,-0.68952676071651852458
216,12,15,Thursday,0.04784718258174997954
291,12,15,Tuesday,0.41168300986707983355
221,12,15,Wednesday,0.07210290440077196981
142,12,16,Friday,-0.31113750033977547641
274,12,16,Monday,0.32921355568240506664
202,12,16,Saturday,-0.02006883851151159321
179,12,16,Sunday,-0.13164515887901274843
200,12,16,Thursday,-0.02977112723912038931
140,12,16,Tuesday,-0.32083978906738427252
173,12,16,Wednesday,-0.16075202506183913676
172,12,17,Friday,-0.16560316942564353481
189,12,17,Monday,-0.08313371524096876790
160,12,17,Saturday,-0.22381690179129631145
281,12,17,Sunday,0.36317156622903585302
150,12,17,Thursday,-0.27232834542934029198
303,12,17,Tuesday,0.46989674223273261019
128,12,17,Wednesday,-0.37905352143303704916
193,12,18,Friday,-0.06372913778575117569
182,12,18,Monday,-0.11709172578759955427
151,12,18,Saturday,-0.26747720106553589393
234,12,18,Sunday,0.13516778113022914450
149,12,18,Thursday,-0.27717948979314469004
276,12,18,Tuesday,0.33891584441001386275
246,12,18,Wednesday,0.19338151349588192115
135,12,19,Friday,-0.34509551088640626279
158,12,19,Monday,-0.23351919051890510756
211,12,19,Saturday,0.02359146076272798928
138,12,19,Sunday,-0.33054207779499306863
115,12,19,Thursday,-0.44211839816249422385
272,12,19,Tuesday,0.31951126695479627054
90,12,19,Wednesday,-0.56339700725760417519
70,12,20,Friday,-0.66041989453369213626
164,12,20,Monday,-0.20441232433607871924
161,12,20,Saturday,-0.21896575742749191340
208,12,20,Sunday,0.00903802767131479512
195,12,20,Thursday,-0.05402684905814237958
111,12,20,Tuesday,-0.46152297561771181607
156,12,20,Wednesday,-0.24322147924651390366
252,12,21,Friday,0.22248837967870830947
156,12,21,Monday,-0.24322147924651390366
257,12,21,Saturday,0.24674410149773029973
179,12,21,Sunday,-0.13164515887901274843
187,12,21,Thursday,-0.09283600396857756401
233,12,21,Tuesday,0.13031663676642474645
99,12,21,Wednesday,-0.51973670798336459271
231,12,22,Friday,0.12061434803881595034
108,12,22,Monday,-0.47607640870912501023
221,12,22,Saturday,0.07210290440077196981
111,12,22,Sunday,-0.46152297561771181607
199,12,22,Thursday,-0.03462227160292478737
147,12,22,Tuesday,-0.28688177852075348614
162,12,22,Wednesday,-0.21411461306368751534
150,12,23,Friday,-0.27232834542934029198
76,12,23,Monday,-0.63131302835086574794
203,12,23,Saturday,-0.01521769414770719515
168,12,23,Sunday,-0.18500774688086112702
130,12,23,Thursday,-0.36935123270542825305
149,12,23,Tuesday,-0.27717948979314469004
102,12,23,Wednesday,-0.50518327489195139855
