crime_count,MONTH,HOUR,DAY_OF_WEEK,percent_difference
72,1,11,Wednesday,-0.65071760580608334015
62,1,12,Friday,-0.69922904944412732069
57,1,12,Monday,-0.72348477126314931095
53,1,12,Saturday,-0.74288934871836690317
78,1,12,Sunday,-0.62161073962325695183
115,1,12,Thursday,-0.44211839816249422385
54,1,12,Tuesday,-0.73803820435456250511
236,1,12,Wednesday,0.14487006985783794061
167,1,13,Friday,-0.18985889124466552508
105,1,13,Monday,-0.49062984180053820439
113,1,13,Saturday,-0.45182068689010301996
134,1,13,Sunday,-0.34994665525021066084
85,1,13,Thursday,-0.58765272907662616546
95,1,13,Tuesday,-0.53914128543858218492
119,1,13,Wednesday,-0.42271382070727663164
155,1,14,Friday,-0.24807262361031830172
96,1,14,Monday,-0.53429014107477778687
147,1,14,Saturday,-0.28688177852075348614
86,1,14,Sunday,-0.58280158471282176740
154,1,14,Thursday,-0.25292376797412269977
111,1,14,Tuesday,-0.46152297561771181607
110,1,14,Wednesday,-0.46637411998151621412
134,1,15,Friday,-0.34994665525021066084
46,1,15,Monday,-0.77684735926499768954
115,1,15,Saturday,-0.44211839816249422385
89,1,15,Sunday,-0.56824815162140857324
125,1,15,Thursday,-0.39360695452445024332
87,1,15,Tuesday,-0.57795044034901736935
102,1,15,Wednesday,-0.50518327489195139855
160,1,16,Friday,-0.22381690179129631145
98,1,16,Monday,-0.52458785234716899076
69,1,16,Saturday,-0.66527103889749653431
136,1,16,Sunday,-0.34024436652260186473
104,1,16,Thursday,-0.49548098616434260244
141,1,16,Tuesday,-0.31598864470357987447
122,1,16,Wednesday,-0.40816038761586343748
129,1,17,Friday,-0.37420237706923265111
114,1,17,Monday,-0.44696954252629862191
88,1,17,Saturday,-0.57309929598521297130
107,1,17,Sunday,-0.48092755307292940828
119,1,17,Thursday,-0.42271382070727663164
118,1,17,Tuesday,-0.42756496507108102969
177,1,17,Wednesday,-0.14134744760662154454
65,1,18,Friday,-0.68467561635271412653
147,1,18,Monday,-0.28688177852075348614
73,1,18,Saturday,-0.64586646144227894210
159,1,18,Sunday,-0.22866804615510070950
128,1,18,Thursday,-0.37905352143303704916
121,1,18,Tuesday,-0.41301153197966783553
100,1,18,Wednesday,-0.51488556361956019466
218,1,19,Friday,0.05754947130935877565
95,1,19,Monday,-0.53914128543858218492
145,1,19,Saturday,-0.29658406724836228225
135,1,19,Sunday,-0.34509551088640626279
156,1,19,Thursday,-0.24322147924651390366
68,1,19,Tuesday,-0.67012218326130093237
119,1,19,Wednesday,-0.42271382070727663164
101,1,20,Friday,-0.51003441925575579660
135,1,20,Monday,-0.34509551088640626279
111,1,20,Saturday,-0.46152297561771181607
121,1,20,Sunday,-0.41301153197966783553
121,1,20,Thursday,-0.41301153197966783553
74,1,20,Tuesday,-0.64101531707847454405
150,1,20,Wednesday,-0.27232834542934029198
116,1,21,Friday,-0.43726725379868982580
83,1,21,Monday,-0.59735501780423496156
113,1,21,Saturday,-0.45182068689010301996
89,1,21,Sunday,-0.56824815162140857324
172,1,21,Thursday,-0.16560316942564353481
54,1,21,Tuesday,-0.73803820435456250511
147,1,21,Wednesday,-0.28688177852075348614
141,1,22,Friday,-0.31598864470357987447
31,1,22,Monday,-0.84961452472206366034
151,1,22,Saturday,-0.26747720106553589393
90,1,22,Sunday,-0.56339700725760417519
85,1,22,Thursday,-0.58765272907662616546
72,1,22,Tuesday,-0.65071760580608334015
59,1,22,Wednesday,-0.71378248253554051485
95,1,23,Friday,-0.53914128543858218492
25,1,23,Monday,-0.87872139090489004866
106,1,23,Saturday,-0.48577869743673380634
37,1,23,Sunday,-0.82050765853923727202
95,1,23,Thursday,-0.53914128543858218492
48,1,23,Tuesday,-0.76714507053738889343
59,1,23,Wednesday,-0.71378248253554051485
164,2,0,Friday,-0.20441232433607871924
164,2,0,Monday,-0.20441232433607871924
262,2,0,Saturday,0.27099982331675229000
186,2,0,Sunday,-0.09768714833238196206
95,2,0,Thursday,-0.53914128543858218492
93,2,0,Tuesday,-0.54884357416619098103
29,2,0,Wednesday,-0.85931681344967245645
65,2,1,Friday,-0.68467561635271412653
61,2,1,Monday,-0.70408019380793171874
125,2,1,Saturday,-0.39360695452445024332
261,2,1,Sunday,0.26614867895294789195
5,2,1,Thursday,-0.97574427818097800973
8,2,1,Tuesday,-0.96119084508956481557
46,2,1,Wednesday,-0.77684735926499768954
29,2,2,Friday,-0.85931681344967245645
63,2,2,Monday,-0.69437790508032292263
194,2,2,Saturday,-0.05887799342194677763
131,2,2,Sunday,-0.36450008834162385500
19,2,2,Thursday,-0.90782825708771643698
39,2,2,Tuesday,-0.81080536981162847592
60,2,2,Wednesday,-0.70893133817173611679
21,2,3,Friday,-0.89812596836010764088
20,2,3,Monday,-0.90297711272391203893
149,2,3,Saturday,-0.27717948979314469004
112,2,3,Sunday,-0.45667183125390741801
22,2,3,Thursday,-0.89327482399630324282
5,2,3,Tuesday,-0.97574427818097800973
2,2,3,Wednesday,-0.99029771127239120389
22,2,4,Friday,-0.89327482399630324282
3,2,4,Monday,-0.98544656690858680584
39,2,4,Saturday,-0.81080536981162847592
41,2,4,Sunday,-0.80110308108401967981
54,2,4,Thursday,-0.73803820435456250511
36,2,4,Tuesday,-0.82535880290304167008
7,2,4,Wednesday,-0.96604198945336921363
21,2,5,Friday,-0.89812596836010764088
17,2,5,Monday,-0.91753054581532523309
5,2,5,Saturday,-0.97574427818097800973
38,2,5,Sunday,-0.81565651417543287397
2,2,5,Thursday,-0.99029771127239120389
18,2,5,Tuesday,-0.91267940145152083504
20,2,5,Wednesday,-0.90297711272391203893
89,2,6,Friday,-0.56824815162140857324
4,2,6,Monday,-0.98059542254478240779
18,2,6,Saturday,-0.91267940145152083504
18,2,6,Sunday,-0.91267940145152083504
40,2,6,Thursday,-0.80595422544782407786
20,2,6,Tuesday,-0.90297711272391203893
22,2,6,Wednesday,-0.89327482399630324282
37,2,7,Friday,-0.82050765853923727202
22,2,7,Monday,-0.89327482399630324282
5,2,7,Saturday,-0.97574427818097800973
20,2,7,Sunday,-0.90297711272391203893
24,2,7,Thursday,-0.88357253526869444672
58,2,7,Tuesday,-0.71863362689934491290
25,2,7,Wednesday,-0.87872139090489004866
76,2,8,Friday,-0.63131302835086574794
46,2,8,Monday,-0.77684735926499768954
73,2,8,Saturday,-0.64586646144227894210
57,2,8,Sunday,-0.72348477126314931095
111,2,8,Thursday,-0.46152297561771181607
95,2,8,Tuesday,-0.53914128543858218492
30,2,8,Wednesday,-0.85446566908586805840
73,2,9,Friday,-0.64586646144227894210
78,2,9,Monday,-0.62161073962325695183
59,2,9,Saturday,-0.71378248253554051485
56,2,9,Sunday,-0.72833591562695370901
9,2,9,Thursday,-0.95633970072576041752
80,2,9,Tuesday,-0.61190845089564815572
102,2,9,Wednesday,-0.50518327489195139855
35,2,10,Friday,-0.83020994726684606813
96,2,10,Monday,-0.53429014107477778687
73,2,10,Saturday,-0.64586646144227894210
45,2,10,Sunday,-0.78169850362880208760
123,2,10,Thursday,-0.40330924325205903943
84,2,10,Tuesday,-0.59250387344043056351
32,2,10,Wednesday,-0.84476338035825926229
76,2,11,Friday,-0.63131302835086574794
167,2,11,Monday,-0.18985889124466552508
29,2,11,Saturday,-0.85931681344967245645
94,2,11,Sunday,-0.54399242980238658298
31,2,11,Thursday,-0.84961452472206366034
119,2,11,Tuesday,-0.42271382070727663164
52,2,11,Wednesday,-0.74774049308217130122
43,2,12,Friday,-0.79140079235641088370
81,2,12,Monday,-0.60705730653184375767
144,2,12,Saturday,-0.30143521161216668030
72,2,12,Sunday,-0.65071760580608334015
58,2,12,Thursday,-0.71863362689934491290
138,2,12,Tuesday,-0.33054207779499306863
100,2,12,Wednesday,-0.51488556361956019466
112,2,13,Friday,-0.45667183125390741801
101,2,13,Monday,-0.51003441925575579660
52,2,13,Saturday,-0.74774049308217130122
45,2,13,Sunday,-0.78169850362880208760
82,2,13,Thursday,-0.60220616216803935962
49,2,13,Tuesday,-0.76229392617358449538
114,2,13,Wednesday,-0.44696954252629862191
86,2,14,Friday,-0.58280158471282176740
71,2,14,Monday,-0.65556875016988773821
59,2,14,Saturday,-0.71378248253554051485
67,2,14,Sunday,-0.67497332762510533042
65,2,14,Thursday,-0.68467561635271412653
17,2,14,Tuesday,-0.91753054581532523309
103,2,14,Wednesday,-0.50033213052814700050
110,2,15,Friday,-0.46637411998151621412
38,2,15,Monday,-0.81565651417543287397
98,2,15,Saturday,-0.52458785234716899076
81,2,15,Sunday,-0.60705730653184375767
36,2,15,Thursday,-0.82535880290304167008
143,2,15,Tuesday,-0.30628635597597107836
50,2,15,Wednesday,-0.75744278180978009733
136,2,16,Friday,-0.34024436652260186473
99,2,16,Monday,-0.51973670798336459271
103,2,16,Saturday,-0.50033213052814700050
71,2,16,Sunday,-0.65556875016988773821
101,2,16,Thursday,-0.51003441925575579660
131,2,16,Tuesday,-0.36450008834162385500
88,2,16,Wednesday,-0.57309929598521297130
116,2,17,Friday,-0.43726725379868982580
101,2,17,Monday,-0.51003441925575579660
89,2,17,Saturday,-0.56824815162140857324
128,2,17,Sunday,-0.37905352143303704916
71,2,17,Thursday,-0.65556875016988773821
150,2,17,Tuesday,-0.27232834542934029198
99,2,17,Wednesday,-0.51973670798336459271
41,2,18,Friday,-0.80110308108401967981
138,2,18,Monday,-0.33054207779499306863
200,2,18,Saturday,-0.02977112723912038931
79,2,18,Sunday,-0.61675959525945255378
110,2,18,Thursday,-0.46637411998151621412
177,2,18,Tuesday,-0.14134744760662154454
87,2,18,Wednesday,-0.57795044034901736935
84,2,19,Friday,-0.59250387344043056351
113,2,19,Monday,-0.45182068689010301996
100,2,19,Saturday,-0.51488556361956019466
103,2,19,Sunday,-0.50033213052814700050
147,2,19,Thursday,-0.28688177852075348614
54,2,19,Tuesday,-0.73803820435456250511
98,2,19,Wednesday,-0.52458785234716899076
64,2,20,Friday,-0.68952676071651852458
184,2,20,Monday,-0.10738943705999075817
167,2,20,Saturday,-0.18985889124466552508
166,2,20,Sunday,-0.19471003560846992313
112,2,20,Thursday,-0.45667183125390741801
131,2,20,Tuesday,-0.36450008834162385500
79,2,20,Wednesday,-0.61675959525945255378
52,2,21,Friday,-0.74774049308217130122
100,2,21,Monday,-0.51488556361956019466
83,2,21,Saturday,-0.59735501780423496156
116,2,21,Sunday,-0.43726725379868982580
46,2,21,Thursday,-0.77684735926499768954
173,2,21,Tuesday,-0.16075202506183913676
129,2,21,Wednesday,-0.37420237706923265111
66,2,22,Friday,-0.67982447198890972847
133,2,22,Monday,-0.35479779961401505889
191,2,22,Saturday,-0.07343142651335997179
100,2,22,Sunday,-0.51488556361956019466
79,2,22,Thursday,-0.61675959525945255378
100,2,22,Tuesday,-0.51488556361956019466
30,2,22,Wednesday,-0.85446566908586805840
137,2,23,Friday,-0.33539322215879746668
148,2,23,Monday,-0.28203063415694908809
191,2,23,Saturday,-0.07343142651335997179
47,2,23,Sunday,-0.77199621490119329149
121,2,23,Thursday,-0.41301153197966783553
21,2,23,Tuesday,-0.89812596836010764088
58,2,23,Wednesday,-0.71863362689934491290
69,3,0,Friday,-0.66527103889749653431
86,3,0,Monday,-0.58280158471282176740
128,3,0,Saturday,-0.37905352143303704916
190,3,0,Sunday,-0.07828257087716436985
103,3,0,Thursday,-0.50033213052814700050
94,3,0,Tuesday,-0.54399242980238658298
98,3,0,Wednesday,-0.52458785234716899076
79,3,1,Friday,-0.61675959525945255378
29,3,1,Monday,-0.85931681344967245645
93,3,1,Saturday,-0.54884357416619098103
135,3,1,Sunday,-0.34509551088640626279
112,3,1,Thursday,-0.45667183125390741801
75,3,1,Tuesday,-0.63616417271467014599
60,3,1,Wednesday,-0.70893133817173611679
69,3,2,Friday,-0.66527103889749653431
8,3,2,Monday,-0.96119084508956481557
